Configuration;ACYC;AFREQ;C0res%;C10res%;C1res%;C2res%;C3res%;C3res%;C6res%;C6res%;C7res%;C7res%;C8res%;C9res%;EXEC;FREQ;INST;INSTnom;INSTnom%;IPC;L2HIT;L2MISS;L2MPI;L3HIT;L3MISS;L3MPI;PhysIPC;PhysIPC%;Proc Energy (Joules);READ;TIME(ticks);WRITE;SLOWDOWN
layer-1-particle-2266;4.66e+04;1.05;46.2;0;44.1;0;0;0;0;0;0;0;0;0;0.791;0.483;7.64e+04;1.58;39.6;1.64;0.678;56.6;0.000741;0.671;18;0.000236;3.28;82;159;10.1;1.21e+04;20.9;1.10422514535
layer-1-particle-2266;2.26e+05;1.02;99.9;0;0.0532;0;0;0;0;0;0;0;0;0;1.26;1.02;2.81e+05;2.52;63;1.24;0.733;107;0.000383;0.68;27.1;9.66e-05;2.48;62;435;26.2;2.78e+04;39.3;2.52964981823
layer-1-particle-2266;4.79e+04;1.01;49.5;0;45;0;0;0;0;0;0;0;0;0;0.702;0.498;6.76e+04;1.4;35.1;1.41;0.633;56.9;0.000842;0.705;15.5;0.000229;2.82;70.5;143;9.91;1.2e+04;25.4;1.12796496873
layer-1-particle-2266;8.53e+04;0.982;60.5;0;38.9;0;0;0;0;0;0;0;0;0;0.693;0.594;9.96e+04;1.39;34.7;1.17;0.654;78;0.000784;0.554;31.9;0.000321;2.33;58.4;207;18.2;1.8e+04;49.8;1.67749342418
layer-1-particle-2266;1.94e+05;1.01;98.3;0;1.66;0;0;0;0;0;0;0;0;0;1.06;0.996;2.07e+05;2.13;53.2;1.07;0.7;123;0.000591;0.468;59.7;0.000288;2.14;53.4;357;30.1;2.44e+04;59.2;2.16675112093
layer-1-particle-2266;3.75e+05;1.01;66.9;0;31.5;0;0;0;0;0;0;0;0;0;0.793;0.675;4.41e+05;1.59;39.7;1.18;0.567;226;0.000513;0.319;136;0.000307;2.35;58.8;915;64.7;6.95e+04;187;6.13043663059
layer-1-particle-2266;5.71e+04;0.986;60;0;39.8;0;0;0;0;0;0;0;0;0;0.789;0.592;7.61e+04;1.58;39.4;1.33;0.742;63.3;0.000832;0.631;22.2;0.000292;2.67;66.7;145;14.4;1.21e+04;27.9;1.11793012633
layer-1-particle-2266;3.96e+05;1.02;100;0;0.0305;0;0;0;0;0;0;0;0;0;1.14;1.02;4.42e+05;2.28;56.9;1.12;0.682;138;0.000312;0.436;68.6;0.000155;2.24;55.9;740;40.6;4.86e+04;117;4.30006210574
layer-1-particle-2266;1.49e+05;1.01;82.9;0;16.6;0;0;0;0;0;0;0;0;0;1.01;0.837;1.79e+05;2.01;50.3;1.2;0.608;84.2;0.00047;0.523;35.7;0.0002;2.41;60.1;320;19.8;2.22e+04;57.1;1.99828353906
layer-1-particle-2266;5.83e+05;1.01;100;0;0.0142;0;0;0;0;0;0;0;0;0;1.17;1.01;6.74e+05;2.34;58.5;1.16;0.655;182;0.00027;0.393;98.3;0.000146;2.31;57.8;1.04e+03;52.8;7.2e+04;152;6.33045516805
layer-1-particle-2266;3.49e+05;1.02;100;0;0.0467;0;0;0;0;0;0;0;0;0;1.17;1.02;4.02e+05;2.34;58.5;1.15;0.7;212;0.000527;0.552;72.9;0.000181;2.3;57.6;653;59.2;4.29e+04;77.9;3.78044023509
layer-1-particle-2266;7.89e+04;0.984;61.8;0;37.1;0;0;0;0;0;0;0;0;0;0.895;0.608;1.16e+05;1.79;44.7;1.47;0.637;61;0.000525;0.609;22.3;0.000192;2.94;73.6;200;12.7;1.62e+04;33;1.43669333885
layer-1-particle-2266;1.39e+05;1;99.9;0;0.122;0;0;0;0;0;0;0;0;0;1.26;0.998;1.75e+05;2.51;62.8;1.26;0.761;65.3;0.000374;0.668;19.8;0.000113;2.52;62.9;256;16;1.74e+04;24.4;1.55009697258
layer-1-particle-2266;2.4e+05;1.01;90.6;0;8.65;0;0;0;0;0;0;0;0;0;1.14;0.913;3e+05;2.28;57.1;1.25;0.703;154;0.000513;0.591;51.4;0.000171;2.5;62.6;485;38.6;3.28e+04;54;2.91987329591
layer-1-particle-2266;1.5e+05;0.991;97.5;0;2.52;0;0;0;0;0;0;0;0;0;1.08;0.966;1.68e+05;2.16;54.1;1.12;0.687;92.6;0.00055;0.437;48;0.000285;2.24;56;270;22.8;1.94e+04;45.3;1.72720926161
layer-1-particle-2266;1.12e+05;0.989;95.2;0;4.77;0;0;0;0;0;0;0;0;0;0.962;0.941;1.14e+05;1.92;48.1;1.02;0.7;92.4;0.000808;0.561;38.1;0.000334;2.04;51.1;200;19.1;1.48e+04;37.4;1.33721645491
layer-1-particle-2266;3.54e+05;1.01;71.5;0;20.2;0;0;0;0;0;0;0;0;0;0.67;0.723;3.28e+05;1.34;33.5;0.927;0.718;371;0.00113;0.54;125;0.000382;1.85;46.3;801;105;6.11e+04;153;5.358434869
layer-1-particle-2266;1.66e+05;0.999;99.9;0;0.0651;0;0;0;0;0;0;0;0;0;1.14;0.998;1.9e+05;2.28;57;1.14;0.684;118;0.00062;0.642;37;0.000195;2.28;57.1;301;24.3;2.08e+04;38;1.86023319501
layer-1-particle-2266;7.86e+04;1.03;60.5;0;38.8;0;0;0;0;0;0;0;0;0;1.17;0.62;1.48e+05;2.33;58.4;1.88;0.697;39.7;0.000268;0.788;8.05;5.44e-05;3.76;94.1;232;7.04;1.58e+04;17.9;1.46297988162
layer-1-particle-2266;2.21e+05;1.02;99.9;0;0.0672;0;0;0;0;0;0;0;0;0;1.26;1.02;2.74e+05;2.52;63;1.24;0.709;111;0.000404;0.673;26.8;9.81e-05;2.48;62;418;27.7;2.71e+04;37.4;2.39104596855
layer-1-particle-2266;3.57e+05;1.01;96.3;0;3.67;0;0;0;0;0;0;0;0;0;1.12;0.976;4.09e+05;2.24;55.9;1.14;0.667;159;0.000388;0.415;83.3;0.000204;2.29;57.2;690;47.1;4.57e+04;116;4.08809301338
layer-1-particle-2266;1.34e+05;1.02;99.9;0;0.0901;0;0;0;0;0;0;0;0;0;1.21;1.02;1.59e+05;2.41;60.3;1.18;0.672;62.5;0.000393;0.581;23.8;0.00015;2.37;59.2;253;13.7;1.65e+04;35.1;1.48999710068
layer-1-particle-2266;3.29e+05;1.01;94.5;0;5.51;0;0;0;0;0;0;0;0;0;1.3;0.954;4.49e+05;2.61;65.1;1.36;0.686;67.2;0.00015;0.706;19;4.24e-05;2.73;68.2;645;16.3;4.31e+04;42.7;3.7795155438
layer-1-particle-2266;1.39e+05;0.993;99.9;0;0.138;0;0;0;0;0;0;0;0;0;1.15;0.991;1.61e+05;2.3;57.4;1.16;0.687;66.6;0.000415;0.611;23.3;0.000145;2.32;57.9;242;15.3;1.75e+04;39;1.57972575725
layer-1-particle-2266;5.02e+04;0.981;50.7;0;43;0;0;0;0;0;0;0;0;0;0.944;0.497;9.53e+04;1.89;47.2;1.9;0.677;45.5;0.000478;0.815;8.03;8.43e-05;3.79;94.8;144;6.91;1.26e+04;15.1;1.15452250408
layer-1-particle-2266;2.29e+05;1.02;100;0;0.0448;0;0;0;0;0;0;0;0;0;0.953;1.02;2.15e+05;1.91;47.7;0.938;0.724;178;0.000826;0.502;76.2;0.000354;1.88;46.9;424;51.6;2.82e+04;77.1;2.52209248519
layer-1-particle-2266;2.14e+05;1.01;82.8;0;16.9;0;0;0;0;0;0;0;0;0;0.991;0.836;2.54e+05;1.98;49.6;1.19;0.727;128;0.000503;0.531;51.7;0.000204;2.37;59.3;458;37.9;3.2e+04;72.3;2.88130707972
layer-1-particle-2266;1.78e+05;1.02;98.9;0;1.09;0;0;0;0;0;0;0;0;0;0.872;1.01;1.55e+05;1.74;43.6;0.868;0.701;207;0.00134;0.625;61.8;0.000399;1.74;43.4;337;50.2;2.22e+04;54.1;2.01563561769
layer-3-particle-4000;3.33e+05;1.02;72.5;0;26.5;0;0;0;0;0;0;0;0;0;0.783;0.736;3.55e+05;1.57;39.2;1.06;0.655;291;0.000821;0.606;106;0.000298;2.13;53.2;768;56.8;5.66e+04;155;1.97624917922
layer-3-particle-4000;1.31e+05;1.01;52;0;44.7;0;0;0;0;0;0;0;0;0;0.746;0.527;1.85e+05;1.49;37.3;1.41;0.687;197;0.00106;0.742;47.9;0.000259;2.83;70.7;392;25.3;3.1e+04;63.4;1.10452925912
layer-3-particle-4000;3.73e+05;1.01;99.9;0;0.144;0;0;0;0;0;0;0;0;0;1.18;1.01;4.37e+05;2.36;59;1.17;0.712;222;0.000507;0.712;59.7;0.000137;2.34;58.6;695;37.5;4.63e+04;86.1;1.61816997203
layer-3-particle-4000;3.83e+05;1.02;95;0;4.81;0;0;0;0;0;0;0;0;0;0.994;0.968;3.93e+05;1.99;49.7;1.03;0.638;392;0.000998;0.648;131;0.000334;2.05;51.3;741;62.1;4.95e+04;128;1.73200831605
layer-3-particle-4000;2.48e+05;1.01;84.6;0;15.3;0;0;0;0;0;0;0;0;0;1.11;0.856;3.21e+05;2.22;55.4;1.3;0.668;237;0.000737;0.72;63.4;0.000198;2.59;64.8;531;36.5;3.62e+04;72.1;1.26321291702
layer-3-particle-4000;3.19e+05;1;93.8;0;6.24;0;0;0;0;0;0;0;0;0;0.886;0.941;3e+05;1.77;44.3;0.941;0.7;483;0.00161;0.779;87.6;0.000292;1.88;47.1;611;89.8;4.23e+04;103;1.4786162611
layer-3-particle-4000;3.86e+05;1.01;94.4;0;5.35;0;0;0;0;0;0;0;0;0;1.16;0.949;4.71e+05;2.32;57.9;1.22;0.719;323;0.000685;0.713;80.5;0.000171;2.44;61;755;57;5.08e+04;81.3;1.78236573652
layer-3-particle-4000;4.42e+05;1;99.3;0;0.735;0;0;0;0;0;0;0;0;0;1.07;0.994;4.77e+05;2.15;53.7;1.08;0.687;353;0.000739;0.598;132;0.000277;2.16;54;801;67.6;5.56e+04;132;1.95775433422
layer-3-particle-4000;1.26e+05;1;51.4;0;46;0;0;0;0;0;0;0;0;0;1;0.516;2.44e+05;2;50;1.94;0.756;131;0.000537;0.836;21.2;8.65e-05;3.87;96.9;392;14.3;3.06e+04;34.9;1.07881662584
layer-3-particle-4000;1.06e+05;1;42.9;0;44.9;0;0;0;0;0;0;0;0;0;0.735;0.431;1.8e+05;1.47;36.8;1.71;0.701;177;0.000982;0.792;36.4;0.000202;3.41;85.3;342;18.6;3.07e+04;40.4;1.07657823222
layer-3-particle-4000;4.4e+05;1.01;99.9;0;0.107;0;0;0;0;0;0;0;0;0;1.17;1.01;5.13e+05;2.35;58.7;1.17;0.726;335;0.000652;0.696;90;0.000176;2.33;58.3;823;68.3;5.46e+04;95.4;1.9032449095
layer-3-particle-4000;5.85e+05;1.01;99.9;0;0.103;0;0;0;0;0;0;0;0;0;1.26;1.01;7.35e+05;2.53;63.2;1.26;0.721;330;0.000449;0.768;67.1;9.13e-05;2.51;62.8;1.08e+03;61.3;7.27e+04;95.1;2.53678556737
layer-3-particle-4000;4.86e+05;1.01;99.9;0;0.0962;0;0;0;0;0;0;0;0;0;1.19;1.01;5.72e+05;2.39;59.7;1.18;0.715;329;0.000576;0.66;99.2;0.000173;2.36;58.9;907;60.7;6e+04;103;2.08615988431
layer-3-particle-4000;3.47e+05;1.01;98.8;0;1.21;0;0;0;0;0;0;0;0;0;1.34;0.994;4.68e+05;2.68;66.9;1.35;0.72;176;0.000376;0.833;29.1;6.22e-05;2.69;67.3;648;19.7;4.37e+04;41.9;1.52675079005
layer-3-particle-4000;1.72e+05;1.01;64.2;0;35.5;0;0;0;0;0;0;0;0;0;1.13;0.647;3e+05;2.26;56.4;1.74;0.694;173;0.000575;0.855;24.5;8.16e-05;3.49;87.2;457;16;3.32e+04;35.1;1.1640619204
layer-3-particle-4000;6.47e+05;1.01;99.9;0;0.0605;0;0;0;0;0;0;0;0;0;1.13;1.01;7.25e+05;2.26;56.5;1.12;0.692;331;0.000456;0.641;110;0.000152;2.24;56;1.19e+03;65.9;8.03e+04;187;2.80976332434
layer-3-particle-4000;3.55e+05;1.02;99.8;0;0.238;0;0;0;0;0;0;0;0;0;1.31;1.02;4.59e+05;2.62;65.6;1.29;0.712;223;0.000485;0.788;44.6;9.73e-05;2.58;64.6;686;31.7;4.37e+04;54.1;1.51951448921
layer-3-particle-4000;2.6e+05;1.01;88.7;0;11.3;0;0;0;0;0;0;0;0;0;1.02;0.894;2.96e+05;2.03;50.9;1.14;0.667;249;0.000841;0.717;66.4;0.000224;2.28;56.9;512;35;3.64e+04;90.4;1.28918150809
layer-3-particle-4000;5.8e+05;1.01;98.5;0;1.48;0;0;0;0;0;0;0;0;0;0.963;0.997;5.61e+05;1.93;48.1;0.966;0.707;532;0.000949;0.598;183;0.000326;1.93;48.3;1.09e+03;120;7.28e+04;191;2.54488455359
layer-3-particle-4000;1.3e+05;1.01;51.2;0;45.9;0;0;0;0;0;0;0;0;0;0.739;0.515;1.86e+05;1.48;37;1.44;0.672;198;0.00106;0.78;41.8;0.000224;2.87;71.8;390;24.6;3.15e+04;65.8;1.11703914864
layer-3-particle-4000;8.21e+05;1.01;99.9;0;0.0657;0;0;0;0;0;0;0;0;0;1.17;1.01;9.54e+05;2.34;58.6;1.16;0.655;374;0.000393;0.616;132;0.000139;2.32;58.1;1.49e+03;74.2;1.02e+05;220;3.53453509733
layer-3-particle-4000;3.54e+05;1;99.4;0;0.553;0;0;0;0;0;0;0;0;0;1.34;0.998;4.76e+05;2.68;67.1;1.34;0.734;152;0.000319;0.854;21.7;4.56e-05;2.69;67.2;658;18.3;4.43e+04;42.6;1.55156655027
layer-3-particle-4000;1.91e+05;1.01;63.3;0;35.7;0;0;0;0;0;0;0;0;0;0.71;0.641;2.11e+05;1.42;35.5;1.11;0.68;231;0.00109;0.628;81;0.000384;2.21;55.4;481;38.2;3.72e+04;101;1.32268568065
layer-3-particle-4000;5.25e+05;1.01;99.9;0;0.113;0;0;0;0;0;0;0;0;0;1.28;1.01;6.65e+05;2.55;63.8;1.27;0.708;295;0.000444;0.785;55.5;8.35e-05;2.53;63.3;969;49.2;6.51e+04;80.7;2.2677480794
layer-3-particle-4000;3.84e+05;1.01;70.6;0;29;0;0;0;0;0;0;0;0;0;0.909;0.712;4.9e+05;1.82;45.4;1.28;0.653;369;0.000753;0.645;124;0.000253;2.55;63.8;928;68.6;6.74e+04;150;2.35138264268
layer-3-particle-4000;5.61e+05;1.01;70.9;0;24.7;0;0;0;0;0;0;0;0;0;0.703;0.717;5.5e+05;1.41;35.1;0.98;0.728;608;0.00111;0.611;191;0.000348;1.96;49;1.31e+03;166;9.78e+04;252;3.40290157933
layer-3-particle-4000;4.26e+05;1;99.9;0;0.121;0;0;0;0;0;0;0;0;0;1.18;0.999;5.01e+05;2.35;58.8;1.18;0.673;249;0.000497;0.633;85.1;0.00017;2.35;58.9;772;44.3;5.33e+04;117;1.86557956291
layer-3-particle-4000;3.91e+05;1.01;99.9;0;0.107;0;0;0;0;0;0;0;0;0;1.25;1.01;4.81e+05;2.49;62.3;1.23;0.663;247;0.000514;0.681;76.3;0.000159;2.46;61.5;732;36.2;4.83e+04;78.2;1.69096714328
layer-3-particle-4000;3.82e+05;1.01;99.2;0;0.827;0;0;0;0;0;0;0;0;0;1.09;1;4.16e+05;2.19;54.6;1.09;0.667;297;0.000714;0.68;90;0.000217;2.18;54.4;718;50.9;4.75e+04;117;1.6579155077
layer-3-particle-4000;4.26e+05;1.01;98.4;0;1.55;0;0;0;0;0;0;0;0;0;1.09;0.995;4.67e+05;2.18;54.5;1.09;0.677;330;0.000707;0.558;137;0.000293;2.19;54.7;795;64.1;5.35e+04;127;1.86814190906
layer-1-particle-1833;1.3e+05;1.02;99.9;0;0.121;0;0;0;0;0;0;0;0;0;1.14;1.02;1.45e+05;2.28;57;1.12;0.698;67.9;0.000467;0.573;26.1;0.000179;2.24;56.1;242;15.7;1.59e+04;35.3;1.49864154998
layer-1-particle-1833;1.2e+05;1.02;96.5;0;3.42;0;0;0;0;0;0;0;0;0;0.826;0.98;1.01e+05;1.65;41.3;0.843;0.706;151;0.00149;0.656;38.9;0.000384;1.69;42.1;227;34.5;1.53e+04;38.2;1.49281846354
layer-1-particle-1833;2.14e+05;1;100;0;0.0405;0;0;0;0;0;0;0;0;0;1.15;1;2.46e+05;2.3;57.6;1.15;0.741;116;0.000472;0.543;45.2;0.000184;2.3;57.5;381;31.2;2.67e+04;48.6;2.49731510303
layer-1-particle-1833;1.91e+05;1.02;98.3;0;1.66;0;0;0;0;0;0;0;0;0;1.1;1.01;2.08e+05;2.19;54.8;1.09;0.692;107;0.000514;0.533;45.2;0.000218;2.18;54.4;373;29.2;2.37e+04;61.3;2.24201316022
layer-1-particle-1833;4.31e+04;0.982;48.9;0;41.6;0;0;0;0;0;0;0;0;0;0.676;0.48;6.07e+04;1.35;33.8;1.41;0.661;41.3;0.000681;0.755;8.93;0.000147;2.82;70.5;119;7.91;1.12e+04;23.5;1.12371551392
layer-1-particle-1833;1.48e+05;1.01;99.9;0;0.072;0;0;0;0;0;0;0;0;0;1.23;1.01;1.81e+05;2.46;61.5;1.22;0.581;74.1;0.000409;0.588;29.2;0.000161;2.45;61.2;269;13.8;1.84e+04;30.7;1.74355432709
layer-1-particle-1833;9.43e+04;0.99;87.8;0;11.8;0;0;0;0;0;0;0;0;0;1.01;0.869;1.1e+05;2.03;50.7;1.17;0.694;57.1;0.000519;0.63;18.6;0.000169;2.33;58.4;183;13.2;1.36e+04;34.6;1.3387313391
layer-1-particle-1833;8.47e+05;1.01;100;0;0.0158;0;0;0;0;0;0;0;0;0;1.13;1.01;9.49e+05;2.26;56.6;1.12;0.667;315;0.000332;0.347;173;0.000182;2.24;56.1;1.54e+03;102;1.05e+05;232;9.71766701531
layer-1-particle-1833;1.56e+05;0.995;99.9;0;0.0735;0;0;0;0;0;0;0;0;0;1.13;0.995;1.77e+05;2.26;56.6;1.14;0.68;110;0.000619;0.616;34;0.000192;2.28;56.9;280;24.6;1.96e+04;35.9;1.84609872364
layer-1-particle-1833;5.19e+05;1.01;92.1;0;7.9;0;0;0;0;0;0;0;0;0;1.28;0.926;7.16e+05;2.56;63.9;1.38;0.675;89.4;0.000125;0.629;30.4;4.25e-05;2.76;69;1.02e+03;26.5;7e+04;69.7;6.47449004824
layer-1-particle-1833;1.1e+05;1.02;71.7;0;28;0;0;0;0;0;0;0;0;0;0.901;0.735;1.35e+05;1.8;45.1;1.23;0.652;76.9;0.000568;0.491;34.8;0.000257;2.45;61.3;266;19.2;1.88e+04;50.3;1.81862995335
layer-1-particle-1833;7.75e+04;1.03;67.7;0;31;0;0;0;0;0;0;0;0;0;0.705;0.699;7.82e+04;1.41;35.3;1.01;0.671;74.4;0.000952;0.506;33.9;0.000433;2.02;50.4;193;18.7;1.39e+04;40.7;1.34641520875
layer-1-particle-1833;1.2e+05;1.01;94;0;6.02;0;0;0;0;0;0;0;0;0;0.985;0.945;1.26e+05;1.97;49.2;1.04;0.661;96.1;0.000765;0.538;41.7;0.000332;2.08;52.1;228;21;1.59e+04;41.3;1.53884321633
layer-1-particle-1833;1.27e+05;1;99.7;0;0.301;0;0;0;0;0;0;0;0;0;1.28;0.997;1.63e+05;2.56;64;1.28;0.72;57.5;0.000353;0.718;15;9.24e-05;2.57;64.2;233;13;1.58e+04;20.4;1.50586614094
layer-1-particle-1833;5.74e+04;0.974;58.4;0;38;0;0;0;0;0;0;0;0;0;0.675;0.569;6.81e+04;1.35;33.7;1.19;0.649;60.3;0.000887;0.58;23.6;0.000347;2.37;59.3;140;13.9;1.26e+04;29.6;1.21836145905
layer-1-particle-1833;4.87e+04;1.03;46.4;0;42;0;0;0;0;0;0;0;0;0;0.759;0.48;7.7e+04;1.52;38;1.58;0.667;54.5;0.000708;0.637;19.1;0.000248;3.16;79.1;165;10.7;1.27e+04;21.8;1.24450958439
layer-1-particle-1833;1.35e+05;1;99.9;0;0.107;0;0;0;0;0;0;0;0;0;1.21;1;1.63e+05;2.43;60.6;1.21;0.668;55.8;0.000342;0.613;19.4;0.000119;2.42;60.5;245;13.6;1.68e+04;34.8;1.58958388725
layer-1-particle-1833;1.4e+05;0.993;99.9;0;0.0972;0;0;0;0;0;0;0;0;0;1.06;0.992;1.49e+05;2.12;52.9;1.07;0.685;99.3;0.000665;0.527;41.8;0.000279;2.13;53.3;248;25;1.76e+04;43.3;1.67460883261
layer-1-particle-1833;1.22e+05;1.02;97;0;2.96;0;0;0;0;0;0;0;0;0;1.33;0.987;1.65e+05;2.67;66.7;1.35;0.695;46.4;0.000281;0.754;10.5;6.35e-05;2.7;67.6;236;8.45;1.54e+04;15.9;1.45545913087
layer-1-particle-1833;3.61e+05;1;97.8;0;2.18;0;0;0;0;0;0;0;0;0;1.04;0.978;3.85e+05;2.09;52.2;1.07;0.639;219;0.00057;0.388;119;0.000309;2.14;53.4;662;58.5;4.61e+04;114;4.27862910055
layer-1-particle-1833;2e+05;1.02;59.9;0;39.4;0;0;0;0;0;0;0;0;0;0.859;0.609;2.82e+05;1.72;43;1.41;0.671;121;0.000431;0.415;64.8;0.00023;2.82;70.6;549;33.9;4.1e+04;87.5;3.84277850804
layer-1-particle-1833;1.23e+05;1.02;99.9;0;0.0806;0;0;0;0;0;0;0;0;0;1.29;1.01;1.56e+05;2.57;64.3;1.27;0.653;68.8;0.000442;0.798;10.9;7.02e-05;2.54;63.4;231;12.2;1.52e+04;18.4;1.41148165404
layer-1-particle-1833;5.01e+04;0.993;46.8;0;43.6;0;0;0;0;0;0;0;0;0;0.917;0.464;9.9e+04;1.83;45.9;1.97;0.649;39.8;0.000402;0.774;8.73;8.82e-05;3.95;98.7;154;6.53;1.35e+04;15.3;1.34751528573
layer-1-particle-1833;1.24e+05;1.04;99.9;0;0.104;0;0;0;0;0;0;0;0;0;1.3;1.04;1.55e+05;2.61;65.2;1.25;0.684;66.3;0.000427;0.791;12.2;7.85e-05;2.5;62.5;250;13.3;1.49e+04;20.9;1.38873543273
layer-1-particle-1833;1.98e+05;1.01;91.2;0;8.64;0;0;0;0;0;0;0;0;0;1.15;0.917;2.49e+05;2.31;57.6;1.26;0.683;137;0.000549;0.628;41.1;0.000165;2.52;62.9;397;28.9;2.7e+04;43.1;2.54067719984
layer-1-particle-1833;4.91e+04;1.01;48.8;0;42.9;0;0;0;0;0;0;0;0;0;0.682;0.494;6.76e+04;1.36;34.1;1.38;0.664;50.1;0.00074;0.603;18.2;0.000269;2.76;68.9;146;10.2;1.24e+04;25.5;1.22646123055
layer-1-particle-1833;1.72e+05;1.03;98.4;0;1.65;0;0;0;0;0;0;0;0;0;0.935;1.01;1.59e+05;1.87;46.8;0.923;0.695;145;0.000913;0.527;56.3;0.000355;1.85;46.2;336;37.9;2.12e+04;57.9;1.98938179357
layer-1-particle-1833;6.03e+04;1.01;59.8;0;32.7;0;0;0;0;0;0;0;0;0;1.08;0.606;1.08e+05;2.17;54.2;1.79;0.733;29.3;0.000272;0.77;6.49;6.02e-05;3.58;89.4;167;5.69;1.24e+04;13.3;1.23244502309
layer-1-particle-1833;8.67e+04;0.986;82.1;0;17.9;0;0;0;0;0;0;0;0;0;1.07;0.81;1.14e+05;2.13;53.4;1.32;0.613;62.1;0.000543;0.619;22.3;0.000195;2.63;65.9;183;12.1;1.34e+04;26.5;1.34090874555
layer-1-particle-1833;1.23e+05;0.999;99.9;0;0.0512;0;0;0;0;0;0;0;0;0;1.15;0.998;1.42e+05;2.31;57.7;1.16;0.67;60.7;0.000428;0.66;18.7;0.000132;2.31;57.8;221;13.9;1.54e+04;33.3;1.46801566465
layer-4-particle-1833;2.87e+05;1.01;98.6;0;1.44;0;0;0;0;0;0;0;0;0;1.06;0.993;3.06e+05;2.11;52.9;1.07;0.647;248;0.000811;0.612;90.6;0.000296;2.13;53.3;527;43.7;3.62e+04;86.1;1.79813110435
layer-4-particle-1833;3.08e+05;1.02;81.9;0;17.8;0;0;0;0;0;0;0;0;0;0.887;0.833;3.28e+05;1.77;44.3;1.06;0.702;322;0.000983;0.694;77;0.000235;2.13;53.2;684;73.8;4.62e+04;114;2.28783221844
layer-4-particle-1833;2.5e+05;1.01;99.8;0;0.15;0;0;0;0;0;0;0;0;0;1.3;1.01;3.22e+05;2.61;65.2;1.29;0.708;150;0.000467;0.803;26.4;8.2e-05;2.58;64.5;466;24.1;3.09e+04;35.2;1.53391466555
layer-4-particle-1833;1.1e+05;0.999;49.4;0;43.2;0;0;0;0;0;0;0;0;0;0.69;0.493;1.54e+05;1.38;34.5;1.4;0.706;119;0.000774;0.76;26;0.000168;2.8;70;328;19.7;2.79e+04;59.2;1.3961433635
layer-4-particle-1833;6.31e+05;1.01;94.4;0;5.57;0;0;0;0;0;0;0;0;0;1.31;0.957;8.63e+05;2.62;65.5;1.37;0.664;178;0.000206;0.753;41.7;4.83e-05;2.74;68.4;1.22e+03;33.4;8.23e+04;82.4;4.0636725989
layer-4-particle-1833;3.54e+05;1.02;99.4;0;0.556;0;0;0;0;0;0;0;0;0;1.09;1.01;3.83e+05;2.18;54.5;1.08;0.659;283;0.000741;0.602;105;0.000275;2.16;54;665;55.6;4.39e+04;106;2.16137597648
layer-4-particle-1833;9.5e+04;1.03;50.3;0;44.3;0;0;0;0;0;0;0;0;0;0.988;0.516;1.82e+05;1.98;49.4;1.91;0.751;89.3;0.000491;0.785;18.8;0.000103;3.83;95.7;308;11.9;2.3e+04;26.7;1.16282544968
layer-4-particle-1833;1.63e+05;1.01;64.8;0;34.4;0;0;0;0;0;0;0;0;0;0.896;0.651;2.24e+05;1.79;44.8;1.38;0.63;173;0.000773;0.69;51.2;0.000229;2.75;68.8;416;26.5;3.12e+04;64.5;1.56703349178
layer-4-particle-1833;3.37e+05;1.01;99.9;0;0.0908;0;0;0;0;0;0;0;0;0;0.955;1.01;3.17e+05;1.91;47.8;0.942;0.684;374;0.00118;0.658;106;0.000333;1.88;47.1;637;80;4.15e+04;112;2.05965360057
layer-4-particle-1833;9.12e+04;0.998;49.2;0;46.1;0;0;0;0;0;0;0;0;0;0.717;0.491;1.33e+05;1.43;35.8;1.46;0.698;115;0.000862;0.701;32.5;0.000244;2.92;73;273;17;2.32e+04;47.1;1.17833114718
layer-4-particle-1833;8.56e+04;0.999;48.5;0;46.6;0;0;0;0;0;0;0;0;0;0.793;0.485;1.4e+05;1.59;39.6;1.63;0.744;109;0.000777;0.699;31.6;0.000226;3.27;81.7;267;17.4;2.2e+04;36.1;1.12813745004
layer-4-particle-1833;4.29e+05;1.01;80.3;0;19.6;0;0;0;0;0;0;0;0;0;0.998;0.809;5.29e+05;2;49.9;1.23;0.714;284;0.000536;0.574;107;0.000203;2.47;61.7;942;70.5;6.63e+04;142;3.30841524886
layer-4-particle-1833;1.31e+05;1;64.3;0;35.5;0;0;0;0;0;0;0;0;0;0.73;0.644;1.48e+05;1.46;36.5;1.13;0.656;166;0.00112;0.689;48.7;0.000329;2.27;56.7;322;27;2.54e+04;69.3;1.28652878343
layer-4-particle-1833;6.85e+05;1.01;94.6;0;5.45;0;0;0;0;0;0;0;0;0;1.05;0.957;7.5e+05;2.1;52.4;1.1;0.673;352;0.000469;0.496;160;0.000213;2.19;54.8;1.32e+03;90.7;8.94e+04;226;4.40950742972
layer-4-particle-1833;2.38e+05;1.01;98.6;0;1.43;0;0;0;0;0;0;0;0;0;1.29;0.994;3.09e+05;2.58;64.4;1.3;0.638;148;0.000478;0.864;19.4;6.28e-05;2.59;64.8;441;14.1;3e+04;29.3;1.49604384919
layer-4-particle-1833;4.45e+05;1;99.9;0;0.0772;0;0;0;0;0;0;0;0;0;1.15;1;5.09e+05;2.3;57.4;1.14;0.722;297;0.000583;0.642;84.9;0.000167;2.29;57.2;820;66.3;5.54e+04;101;2.74144028046
